Area Code (M49);Area;Element;Item;Year;Value
340;Honduras;Domestic supply quantity;Eggs;2022;51
340;Honduras;Losses;Eggs;2022;1
340;Honduras;Tourist consumption;Eggs;2022;0
340;Honduras;Residuals;Eggs;2022;0
340;Honduras;Food;Eggs;2022;42
348;Hungary;Production;Poultry Meat;2022;485
348;Hungary;Import quantity;Poultry Meat;2022;93
348;Hungary;Stock Variation;Poultry Meat;2022;24
348;Hungary;Export quantity;Poultry Meat;2022;266
348;Hungary;Domestic supply quantity;Poultry Meat;2022;288
348;Hungary;Losses;Poultry Meat;2022;18
348;Hungary;Residuals;Poultry Meat;2022;0
348;Hungary;Food;Poultry Meat;2022;236
348;Hungary;Production;Eggs;2022;134
348;Hungary;Import quantity;Eggs;2022;28
348;Hungary;Stock Variation;Eggs;2022;0
348;Hungary;Export quantity;Eggs;2022;13
348;Hungary;Domestic supply quantity;Eggs;2022;149
348;Hungary;Losses;Eggs;2022;2
348;Hungary;Residuals;Eggs;2022;-1
348;Hungary;Food;Eggs;2022;134
352;Iceland;Production;Poultry Meat;2022;10
352;Iceland;Import quantity;Poultry Meat;2022;2
352;Iceland;Stock Variation;Poultry Meat;2022;0
352;Iceland;Export quantity;Poultry Meat;2022;0
352;Iceland;Domestic supply quantity;Poultry Meat;2022;11
352;Iceland;Residuals;Poultry Meat;2022;0
352;Iceland;Food;Poultry Meat;2022;11
352;Iceland;Production;Eggs;2022;4
352;Iceland;Import quantity;Eggs;2022;1
352;Iceland;Stock Variation;Eggs;2022;0
352;Iceland;Export quantity;Eggs;2022;0
352;Iceland;Domestic supply quantity;Eggs;2022;5
352;Iceland;Losses;Eggs;2022;0
352;Iceland;Residuals;Eggs;2022;0
352;Iceland;Food;Eggs;2022;4
356;India;Production;Poultry Meat;2022;4951
356;India;Import quantity;Poultry Meat;2022;0
356;India;Stock Variation;Poultry Meat;2022;0
356;India;Export quantity;Poultry Meat;2022;5
356;India;Domestic supply quantity;Poultry Meat;2022;4946
356;India;Residuals;Poultry Meat;2022;0
356;India;Food;Poultry Meat;2022;4946
356;India;Production;Eggs;2022;7570
356;India;Import quantity;Eggs;2022;0
356;India;Stock Variation;Eggs;2022;11
356;India;Export quantity;Eggs;2022;85
356;India;Domestic supply quantity;Eggs;2022;7474
356;India;Losses;Eggs;2022;578
356;India;Residuals;Eggs;2022;-2
356;India;Food;Eggs;2022;6602
360;Indonesia;Production;Poultry Meat;2022;4083
360;Indonesia;Import quantity;Poultry Meat;2022;0
360;Indonesia;Stock Variation;Poultry Meat;2022;4
360;Indonesia;Export quantity;Poultry Meat;2022;1
360;Indonesia;Domestic supply quantity;Poultry Meat;2022;4078
360;Indonesia;Tourist consumption;Poultry Meat;2022;1
360;Indonesia;Residuals;Poultry Meat;2022;0
360;Indonesia;Food;Poultry Meat;2022;4077
360;Indonesia;Production;Eggs;2022;6323
360;Indonesia;Import quantity;Eggs;2022;8
360;Indonesia;Stock Variation;Eggs;2022;1
360;Indonesia;Export quantity;Eggs;2022;1
360;Indonesia;Domestic supply quantity;Eggs;2022;6329
360;Indonesia;Losses;Eggs;2022;161
360;Indonesia;Tourist consumption;Eggs;2022;0
360;Indonesia;Residuals;Eggs;2022;0
360;Indonesia;Food;Eggs;2022;5378
364;Iran (Islamic Republic of);Production;Poultry Meat;2022;2101
364;Iran (Islamic Republic of);Import quantity;Poultry Meat;2022;78
364;Iran (Islamic Republic of);Stock Variation;Poultry Meat;2022;0
364;Iran (Islamic Republic of);Export quantity;Poultry Meat;2022;3
364;Iran (Islamic Republic of);Domestic supply quantity;Poultry Meat;2022;2176
364;Iran (Islamic Republic of);Residuals;Poultry Meat;2022;0
364;Iran (Islamic Republic of);Food;Poultry Meat;2022;2176
364;Iran (Islamic Republic of);Production;Eggs;2022;803
364;Iran (Islamic Republic of);Import quantity;Eggs;2022;6
364;Iran (Islamic Republic of);Stock Variation;Eggs;2022;-1
364;Iran (Islamic Republic of);Export quantity;Eggs;2022;0
364;Iran (Islamic Republic of);Domestic supply quantity;Eggs;2022;810
364;Iran (Islamic Republic of);Losses;Eggs;2022;17
364;Iran (Islamic Republic of);Residuals;Eggs;2022;0
364;Iran (Islamic Republic of);Food;Eggs;2022;793
368;Iraq;Production;Poultry Meat;2022;157
368;Iraq;Import quantity;Poultry Meat;2022;470
368;Iraq;Stock Variation;Poultry Meat;2022;0
368;Iraq;Export quantity;Poultry Meat;2022;0
368;Iraq;Domestic supply quantity;Poultry Meat;2022;627
368;Iraq;Residuals;Poultry Meat;2022;0
368;Iraq;Food;Poultry Meat;2022;627
368;Iraq;Production;Eggs;2022;80
368;Iraq;Import quantity;Eggs;2022;35
368;Iraq;Stock Variation;Eggs;2022;0
368;Iraq;Export quantity;Eggs;2022;0
368;Iraq;Domestic supply quantity;Eggs;2022;115
368;Iraq;Losses;Eggs;2022;1
368;Iraq;Residuals;Eggs;2022;0
368;Iraq;Food;Eggs;2022;105
372;Ireland;Production;Poultry Meat;2022;159
372;Ireland;Import quantity;Poultry Meat;2022;110
372;Ireland;Stock Variation;Poultry Meat;2022;0
372;Ireland;Export quantity;Poultry Meat;2022;95
372;Ireland;Domestic supply quantity;Poultry Meat;2022;174
372;Ireland;Residuals;Poultry Meat;2022;0
372;Ireland;Food;Poultry Meat;2022;157
372;Ireland;Production;Eggs;2022;58
372;Ireland;Import quantity;Eggs;2022;34
372;Ireland;Stock Variation;Eggs;2022;0
372;Ireland;Export quantity;Eggs;2022;11
372;Ireland;Domestic supply quantity;Eggs;2022;81
372;Ireland;Losses;Eggs;2022;6
372;Ireland;Residuals;Eggs;2022;0
372;Ireland;Food;Eggs;2022;67
376;Israel;Production;Poultry Meat;2022;647
376;Israel;Import quantity;Poultry Meat;2022;0
376;Israel;Stock Variation;Poultry Meat;2022;0
376;Israel;Export quantity;Poultry Meat;2022;5
376;Israel;Domestic supply quantity;Poultry Meat;2022;641
376;Israel;Residuals;Poultry Meat;2022;0
376;Israel;Food;Poultry Meat;2022;640
376;Israel;Production;Eggs;2022;171
376;Israel;Import quantity;Eggs;2022;9
376;Israel;Stock Variation;Eggs;2022;0
376;Israel;Domestic supply quantity;Eggs;2022;181
376;Israel;Losses;Eggs;2022;15
376;Israel;Residuals;Eggs;2022;0
376;Israel;Food;Eggs;2022;112
380;Italy;Production;Poultry Meat;2022;1207
380;Italy;Import quantity;Poultry Meat;2022;142
380;Italy;Stock Variation;Poultry Meat;2022;-2
380;Italy;Export quantity;Poultry Meat;2022;152
380;Italy;Domestic supply quantity;Poultry Meat;2022;1199
380;Italy;Residuals;Poultry Meat;2022;0
380;Italy;Food;Poultry Meat;2022;1199
380;Italy;Production;Eggs;2022;694
380;Italy;Import quantity;Eggs;2022;138
380;Italy;Stock Variation;Eggs;2022;0
380;Italy;Export quantity;Eggs;2022;67
380;Italy;Domestic supply quantity;Eggs;2022;766
380;Italy;Losses;Eggs;2022;2
380;Italy;Residuals;Eggs;2022;0
380;Italy;Food;Eggs;2022;726
388;Jamaica;Production;Poultry Meat;2022;140
388;Jamaica;Import quantity;Poultry Meat;2022;21
388;Jamaica;Stock Variation;Poultry Meat;2022;0
388;Jamaica;Export quantity;Poultry Meat;2022;2
388;Jamaica;Domestic supply quantity;Poultry Meat;2022;159
388;Jamaica;Tourist consumption;Poultry Meat;2022;2
388;Jamaica;Residuals;Poultry Meat;2022;0
388;Jamaica;Food;Poultry Meat;2022;157
388;Jamaica;Production;Eggs;2022;13
388;Jamaica;Import quantity;Eggs;2022;7
388;Jamaica;Stock Variation;Eggs;2022;0
388;Jamaica;Export quantity;Eggs;2022;0
388;Jamaica;Domestic supply quantity;Eggs;2022;19
388;Jamaica;Losses;Eggs;2022;1
388;Jamaica;Tourist consumption;Eggs;2022;0
388;Jamaica;Residuals;Eggs;2022;0
388;Jamaica;Food;Eggs;2022;10
392;Japan;Production;Poultry Meat;2022;2372
392;Japan;Import quantity;Poultry Meat;2022;1163
392;Japan;Stock Variation;Poultry Meat;2022;20
392;Japan;Export quantity;Poultry Meat;2022;4
392;Japan;Domestic supply quantity;Poultry Meat;2022;3510
392;Japan;Losses;Poultry Meat;2022;52
392;Japan;Residuals;Poultry Meat;2022;0
392;Japan;Food;Poultry Meat;2022;3458
392;Japan;Production;Eggs;2022;2597
392;Japan;Import quantity;Eggs;2022;47
392;Japan;Stock Variation;Eggs;2022;0
392;Japan;Export quantity;Eggs;2022;31
392;Japan;Domestic supply quantity;Eggs;2022;2613
392;Japan;Losses;Eggs;2022;51
392;Japan;Residuals;Eggs;2022;-3
392;Japan;Food;Eggs;2022;2470
400;Jordan;Production;Poultry Meat;2022;252
400;Jordan;Import quantity;Poultry Meat;2022;56
400;Jordan;Stock Variation;Poultry Meat;2022;0
400;Jordan;Export quantity;Poultry Meat;2022;8
400;Jordan;Domestic supply quantity;Poultry Meat;2022;300
400;Jordan;Losses;Poultry Meat;2022;0
400;Jordan;Residuals;Poultry Meat;2022;0
400;Jordan;Food;Poultry Meat;2022;300
400;Jordan;Production;Eggs;2022;83
400;Jordan;Import quantity;Eggs;2022;4
400;Jordan;Stock Variation;Eggs;2022;0
400;Jordan;Export quantity;Eggs;2022;106
400;Jordan;Domestic supply quantity;Eggs;2022;-19
400;Jordan;Losses;Eggs;2022;7
400;Jordan;Residuals;Eggs;2022;-101
400;Jordan;Food;Eggs;2022;49
398;Kazakhstan;Production;Poultry Meat;2022;289
398;Kazakhstan;Import quantity;Poultry Meat;2022;172
398;Kazakhstan;Stock Variation;Poultry Meat;2022;22
398;Kazakhstan;Export quantity;Poultry Meat;2022;15
398;Kazakhstan;Domestic supply quantity;Poultry Meat;2022;423
398;Kazakhstan;Residuals;Poultry Meat;2022;0
398;Kazakhstan;Food;Poultry Meat;2022;423
398;Kazakhstan;Production;Eggs;2022;253
398;Kazakhstan;Import quantity;Eggs;2022;15
398;Kazakhstan;Stock Variation;Eggs;2022;0
398;Kazakhstan;Export quantity;Eggs;2022;13
398;Kazakhstan;Domestic supply quantity;Eggs;2022;255
398;Kazakhstan;Losses;Eggs;2022;32
398;Kazakhstan;Residuals;Eggs;2022;0
398;Kazakhstan;Food;Eggs;2022;151
404;Kenya;Production;Poultry Meat;2022;110
404;Kenya;Import quantity;Poultry Meat;2022;2
404;Kenya;Stock Variation;Poultry Meat;2022;0
404;Kenya;Export quantity;Poultry Meat;2022;0
404;Kenya;Domestic supply quantity;Poultry Meat;2022;112
404;Kenya;Tourist consumption;Poultry Meat;2022;0
404;Kenya;Residuals;Poultry Meat;2022;0
404;Kenya;Food;Poultry Meat;2022;112
404;Kenya;Production;Eggs;2022;73
404;Kenya;Import quantity;Eggs;2022;1
404;Kenya;Stock Variation;Eggs;2022;0
404;Kenya;Export quantity;Eggs;2022;0
404;Kenya;Domestic supply quantity;Eggs;2022;73
404;Kenya;Losses;Eggs;2022;11
404;Kenya;Tourist consumption;Eggs;2022;0
404;Kenya;Residuals;Eggs;2022;0
404;Kenya;Food;Eggs;2022;61
296;Kiribati;Production;Poultry Meat;2022;1
296;Kiribati;Import quantity;Poultry Meat;2022;2
296;Kiribati;Stock Variation;Poultry Meat;2022;0
296;Kiribati;Domestic supply quantity;Poultry Meat;2022;3
296;Kiribati;Residuals;Poultry Meat;2022;0
296;Kiribati;Food;Poultry Meat;2022;3
296;Kiribati;Production;Eggs;2022;0
296;Kiribati;Import quantity;Eggs;2022;0
296;Kiribati;Domestic supply quantity;Eggs;2022;0
296;Kiribati;Losses;Eggs;2022;0
296;Kiribati;Residuals;Eggs;2022;0
296;Kiribati;Food;Eggs;2022;0
414;Kuwait;Production;Poultry Meat;2022;66
414;Kuwait;Import quantity;Poultry Meat;2022;163
414;Kuwait;Stock Variation;Poultry Meat;2022;3
414;Kuwait;Export quantity;Poultry Meat;2022;4
414;Kuwait;Domestic supply quantity;Poultry Meat;2022;223
414;Kuwait;Residuals;Poultry Meat;2022;0
414;Kuwait;Food;Poultry Meat;2022;223
414;Kuwait;Production;Eggs;2022;77
414;Kuwait;Import quantity;Eggs;2022;20
414;Kuwait;Stock Variation;Eggs;2022;0
414;Kuwait;Export quantity;Eggs;2022;6
414;Kuwait;Domestic supply quantity;Eggs;2022;92
414;Kuwait;Losses;Eggs;2022;8
414;Kuwait;Residuals;Eggs;2022;-1
414;Kuwait;Food;Eggs;2022;77
417;Kyrgyzstan;Production;Poultry Meat;2022;14
417;Kyrgyzstan;Import quantity;Poultry Meat;2022;40
417;Kyrgyzstan;Stock Variation;Poultry Meat;2022;4
417;Kyrgyzstan;Export quantity;Poultry Meat;2022;0
417;Kyrgyzstan;Domestic supply quantity;Poultry Meat;2022;50
417;Kyrgyzstan;Residuals;Poultry Meat;2022;0
417;Kyrgyzstan;Food;Poultry Meat;2022;50
417;Kyrgyzstan;Production;Eggs;2022;34
417;Kyrgyzstan;Import quantity;Eggs;2022;10
417;Kyrgyzstan;Stock Variation;Eggs;2022;0
417;Kyrgyzstan;Export quantity;Eggs;2022;0
417;Kyrgyzstan;Domestic supply quantity;Eggs;2022;43
417;Kyrgyzstan;Losses;Eggs;2022;4
417;Kyrgyzstan;Residuals;Eggs;2022;0
417;Kyrgyzstan;Food;Eggs;2022;39
418;Lao People's Democratic Republic;Production;Poultry Meat;2022;43
418;Lao People's Democratic Republic;Import quantity;Poultry Meat;2022;5
418;Lao People's Democratic Republic;Stock Variation;Poultry Meat;2022;0
418;Lao People's Democratic Republic;Domestic supply quantity;Poultry Meat;2022;48
418;Lao People's Democratic Republic;Tourist consumption;Poultry Meat;2022;0
418;Lao People's Democratic Republic;Residuals;Poultry Meat;2022;0
418;Lao People's Democratic Republic;Food;Poultry Meat;2022;48
418;Lao People's Democratic Republic;Production;Eggs;2022;18
418;Lao People's Democratic Republic;Import quantity;Eggs;2022;2
418;Lao People's Democratic Republic;Domestic supply quantity;Eggs;2022;20
418;Lao People's Democratic Republic;Losses;Eggs;2022;2
418;Lao People's Democratic Republic;Tourist consumption;Eggs;2022;0
418;Lao People's Democratic Republic;Residuals;Eggs;2022;0
418;Lao People's Democratic Republic;Food;Eggs;2022;16
428;Latvia;Production;Poultry Meat;2022;37
428;Latvia;Import quantity;Poultry Meat;2022;46
428;Latvia;Stock Variation;Poultry Meat;2022;8
428;Latvia;Export quantity;Poultry Meat;2022;20
428;Latvia;Domestic supply quantity;Poultry Meat;2022;54
428;Latvia;Residuals;Poultry Meat;2022;0
428;Latvia;Food;Poultry Meat;2022;54
428;Latvia;Production;Eggs;2022;48
428;Latvia;Import quantity;Eggs;2022;26
428;Latvia;Stock Variation;Eggs;2022;0
428;Latvia;Export quantity;Eggs;2022;55
428;Latvia;Domestic supply quantity;Eggs;2022;19
428;Latvia;Losses;Eggs;2022;5
428;Latvia;Residuals;Eggs;2022;-7
428;Latvia;Food;Eggs;2022;20
422;Lebanon;Production;Poultry Meat;2022;120
422;Lebanon;Import quantity;Poultry Meat;2022;12
422;Lebanon;Stock Variation;Poultry Meat;2022;0
422;Lebanon;Export quantity;Poultry Meat;2022;3
422;Lebanon;Domestic supply quantity;Poultry Meat;2022;129
422;Lebanon;Residuals;Poultry Meat;2022;0
422;Lebanon;Food;Poultry Meat;2022;129
422;Lebanon;Production;Eggs;2022;55
422;Lebanon;Import quantity;Eggs;2022;1
422;Lebanon;Stock Variation;Eggs;2022;0
422;Lebanon;Export quantity;Eggs;2022;0
422;Lebanon;Domestic supply quantity;Eggs;2022;56
422;Lebanon;Losses;Eggs;2022;4
422;Lebanon;Residuals;Eggs;2022;0
422;Lebanon;Food;Eggs;2022;42
426;Lesotho;Production;Poultry Meat;2022;1
426;Lesotho;Import quantity;Poultry Meat;2022;1
426;Lesotho;Stock Variation;Poultry Meat;2022;0
426;Lesotho;Domestic supply quantity;Poultry Meat;2022;2
426;Lesotho;Residuals;Poultry Meat;2022;0
426;Lesotho;Food;Poultry Meat;2022;2
426;Lesotho;Production;Eggs;2022;1
426;Lesotho;Import quantity;Eggs;2022;0
426;Lesotho;Stock Variation;Eggs;2022;0
426;Lesotho;Export quantity;Eggs;2022;0
426;Lesotho;Domestic supply quantity;Eggs;2022;1
426;Lesotho;Losses;Eggs;2022;0
426;Lesotho;Residuals;Eggs;2022;0
426;Lesotho;Food;Eggs;2022;1
430;Liberia;Production;Poultry Meat;2022;15
430;Liberia;Import quantity;Poultry Meat;2022;54
430;Liberia;Stock Variation;Poultry Meat;2022;0
430;Liberia;Domestic supply quantity;Poultry Meat;2022;69
430;Liberia;Residuals;Poultry Meat;2022;0
430;Liberia;Food;Poultry Meat;2022;69
430;Liberia;Production;Eggs;2022;7
430;Liberia;Import quantity;Eggs;2022;7
430;Liberia;Domestic supply quantity;Eggs;2022;13
430;Liberia;Losses;Eggs;2022;1
430;Liberia;Residuals;Eggs;2022;0
430;Liberia;Food;Eggs;2022;11
434;Libya;Production;Poultry Meat;2022;130
434;Libya;Import quantity;Poultry Meat;2022;105
434;Libya;Stock Variation;Poultry Meat;2022;0
434;Libya;Export quantity;Poultry Meat;2022;0
434;Libya;Domestic supply quantity;Poultry Meat;2022;236
434;Libya;Residuals;Poultry Meat;2022;0
434;Libya;Food;Poultry Meat;2022;236
434;Libya;Production;Eggs;2022;75
434;Libya;Import quantity;Eggs;2022;7
434;Libya;Stock Variation;Eggs;2022;0
434;Libya;Domestic supply quantity;Eggs;2022;81
434;Libya;Losses;Eggs;2022;7
434;Libya;Residuals;Eggs;2022;0
434;Libya;Food;Eggs;2022;64
440;Lithuania;Production;Poultry Meat;2022;86
440;Lithuania;Import quantity;Poultry Meat;2022;51
440;Lithuania;Stock Variation;Poultry Meat;2022;11
440;Lithuania;Export quantity;Poultry Meat;2022;51
440;Lithuania;Domestic supply quantity;Poultry Meat;2022;75
440;Lithuania;Residuals;Poultry Meat;2022;0
440;Lithuania;Food;Poultry Meat;2022;73
440;Lithuania;Production;Eggs;2022;50
440;Lithuania;Import quantity;Eggs;2022;19
440;Lithuania;Stock Variation;Eggs;2022;0
440;Lithuania;Export quantity;Eggs;2022;23
440;Lithuania;Domestic supply quantity;Eggs;2022;46
440;Lithuania;Losses;Eggs;2022;0
440;Lithuania;Residuals;Eggs;2022;0
440;Lithuania;Food;Eggs;2022;41
442;Luxembourg;Production;Poultry Meat;2022;0
442;Luxembourg;Import quantity;Poultry Meat;2022;14
442;Luxembourg;Stock Variation;Poultry Meat;2022;0
442;Luxembourg;Export quantity;Poultry Meat;2022;2
442;Luxembourg;Domestic supply quantity;Poultry Meat;2022;13
442;Luxembourg;Residuals;Poultry Meat;2022;0
442;Luxembourg;Food;Poultry Meat;2022;13
442;Luxembourg;Production;Eggs;2022;2
442;Luxembourg;Import quantity;Eggs;2022;15
442;Luxembourg;Stock Variation;Eggs;2022;0
442;Luxembourg;Export quantity;Eggs;2022;4
442;Luxembourg;Domestic supply quantity;Eggs;2022;14
442;Luxembourg;Losses;Eggs;2022;0
442;Luxembourg;Residuals;Eggs;2022;0
442;Luxembourg;Food;Eggs;2022;13
450;Madagascar;Production;Poultry Meat;2022;89
450;Madagascar;Import quantity;Poultry Meat;2022;0
450;Madagascar;Stock Variation;Poultry Meat;2022;0
450;Madagascar;Domestic supply quantity;Poultry Meat;2022;90
450;Madagascar;Residuals;Poultry Meat;2022;0
450;Madagascar;Food;Poultry Meat;2022;90
450;Madagascar;Production;Eggs;2022;22
450;Madagascar;Import quantity;Eggs;2022;0
450;Madagascar;Stock Variation;Eggs;2022;0
450;Madagascar;Export quantity;Eggs;2022;0
450;Madagascar;Domestic supply quantity;Eggs;2022;23
450;Madagascar;Losses;Eggs;2022;3
450;Madagascar;Residuals;Eggs;2022;0
450;Madagascar;Food;Eggs;2022;16
454;Malawi;Production;Poultry Meat;2022;149
454;Malawi;Import quantity;Poultry Meat;2022;0
454;Malawi;Stock Variation;Poultry Meat;2022;0
454;Malawi;Export quantity;Poultry Meat;2022;2
454;Malawi;Domestic supply quantity;Poultry Meat;2022;147
454;Malawi;Residuals;Poultry Meat;2022;0
454;Malawi;Food;Poultry Meat;2022;147
454;Malawi;Production;Eggs;2022;24
454;Malawi;Import quantity;Eggs;2022;0
454;Malawi;Stock Variation;Eggs;2022;0
454;Malawi;Export quantity;Eggs;2022;1
454;Malawi;Domestic supply quantity;Eggs;2022;23
454;Malawi;Losses;Eggs;2022;2
454;Malawi;Residuals;Eggs;2022;0
454;Malawi;Food;Eggs;2022;19
458;Malaysia;Production;Poultry Meat;2022;1678
458;Malaysia;Import quantity;Poultry Meat;2022;177
458;Malaysia;Stock Variation;Poultry Meat;2022;0
458;Malaysia;Export quantity;Poultry Meat;2022;56
458;Malaysia;Domestic supply quantity;Poultry Meat;2022;1799
458;Malaysia;Residuals;Poultry Meat;2022;-2
458;Malaysia;Food;Poultry Meat;2022;1801
458;Malaysia;Production;Eggs;2022;736
458;Malaysia;Import quantity;Eggs;2022;5
458;Malaysia;Stock Variation;Eggs;2022;0
458;Malaysia;Export quantity;Eggs;2022;75
458;Malaysia;Domestic supply quantity;Eggs;2022;666
458;Malaysia;Losses;Eggs;2022;34
458;Malaysia;Residuals;Eggs;2022;0
458;Malaysia;Food;Eggs;2022;545
462;Maldives;Import quantity;Poultry Meat;2022;18
462;Maldives;Stock Variation;Poultry Meat;2022;0
462;Maldives;Domestic supply quantity;Poultry Meat;2022;18
462;Maldives;Tourist consumption;Poultry Meat;2022;5
462;Maldives;Residuals;Poultry Meat;2022;2
462;Maldives;Food;Poultry Meat;2022;11
462;Maldives;Import quantity;Eggs;2022;14
462;Maldives;Stock Variation;Eggs;2022;0
462;Maldives;Domestic supply quantity;Eggs;2022;14
462;Maldives;Tourist consumption;Eggs;2022;3
462;Maldives;Residuals;Eggs;2022;0
462;Maldives;Food;Eggs;2022;11
466;Mali;Production;Poultry Meat;2022;61
466;Mali;Import quantity;Poultry Meat;2022;2
466;Mali;Stock Variation;Poultry Meat;2022;6
466;Mali;Domestic supply quantity;Poultry Meat;2022;58
466;Mali;Residuals;Poultry Meat;2022;0
466;Mali;Food;Poultry Meat;2022;58
466;Mali;Production;Eggs;2022;18
466;Mali;Import quantity;Eggs;2022;1
466;Mali;Domestic supply quantity;Eggs;2022;19
466;Mali;Losses;Eggs;2022;5
466;Mali;Residuals;Eggs;2022;0
466;Mali;Food;Eggs;2022;11
470;Malta;Production;Poultry Meat;2022;4
470;Malta;Import quantity;Poultry Meat;2022;10
470;Malta;Stock Variation;Poultry Meat;2022;0
470;Malta;Export quantity;Poultry Meat;2022;0
470;Malta;Domestic supply quantity;Poultry Meat;2022;14
470;Malta;Tourist consumption;Poultry Meat;2022;2
470;Malta;Residuals;Poultry Meat;2022;0
470;Malta;Food;Poultry Meat;2022;13
470;Malta;Production;Eggs;2022;6
470;Malta;Import quantity;Eggs;2022;2
470;Malta;Stock Variation;Eggs;2022;0
470;Malta;Domestic supply quantity;Eggs;2022;8
470;Malta;Losses;Eggs;2022;0
470;Malta;Tourist consumption;Eggs;2022;1
470;Malta;Residuals;Eggs;2022;0
470;Malta;Food;Eggs;2022;7
584;Marshall Islands;Import quantity;Poultry Meat;2022;3
584;Marshall Islands;Stock Variation;Poultry Meat;2022;0
584;Marshall Islands;Export quantity;Poultry Meat;2022;0
584;Marshall Islands;Domestic supply quantity;Poultry Meat;2022;3
584;Marshall Islands;Residuals;Poultry Meat;2022;0
584;Marshall Islands;Food;Poultry Meat;2022;3
584;Marshall Islands;Import quantity;Eggs;2022;0
584;Marshall Islands;Stock Variation;Eggs;2022;0
584;Marshall Islands;Domestic supply quantity;Eggs;2022;0
584;Marshall Islands;Losses;Eggs;2022;0
584;Marshall Islands;Residuals;Eggs;2022;0
584;Marshall Islands;Food;Eggs;2022;0
478;Mauritania;Production;Poultry Meat;2022;4
478;Mauritania;Import quantity;Poultry Meat;2022;48
478;Mauritania;Stock Variation;Poultry Meat;2022;15
478;Mauritania;Domestic supply quantity;Poultry Meat;2022;37
478;Mauritania;Residuals;Poultry Meat;2022;0
478;Mauritania;Food;Poultry Meat;2022;37
478;Mauritania;Production;Eggs;2022;6
478;Mauritania;Import quantity;Eggs;2022;3
478;Mauritania;Domestic supply quantity;Eggs;2022;8
478;Mauritania;Losses;Eggs;2022;1
478;Mauritania;Residuals;Eggs;2022;0
478;Mauritania;Food;Eggs;2022;7
480;Mauritius;Production;Poultry Meat;2022;56
480;Mauritius;Import quantity;Poultry Meat;2022;4
480;Mauritius;Stock Variation;Poultry Meat;2022;0
480;Mauritius;Export quantity;Poultry Meat;2022;0
480;Mauritius;Domestic supply quantity;Poultry Meat;2022;60
480;Mauritius;Tourist consumption;Poultry Meat;2022;1
480;Mauritius;Residuals;Poultry Meat;2022;0
480;Mauritius;Food;Poultry Meat;2022;59
480;Mauritius;Production;Eggs;2022;16
480;Mauritius;Import quantity;Eggs;2022;0
480;Mauritius;Stock Variation;Eggs;2022;0
480;Mauritius;Export quantity;Eggs;2022;0
480;Mauritius;Domestic supply quantity;Eggs;2022;17
480;Mauritius;Losses;Eggs;2022;0
480;Mauritius;Tourist consumption;Eggs;2022;0
480;Mauritius;Residuals;Eggs;2022;0
480;Mauritius;Food;Eggs;2022;11
484;Mexico;Production;Poultry Meat;2022;3800
484;Mexico;Import quantity;Poultry Meat;2022;1158
484;Mexico;Stock Variation;Poultry Meat;2022;0
484;Mexico;Export quantity;Poultry Meat;2022;8
484;Mexico;Domestic supply quantity;Poultry Meat;2022;4950
484;Mexico;Residuals;Poultry Meat;2022;0
484;Mexico;Food;Poultry Meat;2022;4950
484;Mexico;Production;Eggs;2022;3102
484;Mexico;Import quantity;Eggs;2022;66
484;Mexico;Stock Variation;Eggs;2022;0
484;Mexico;Domestic supply quantity;Eggs;2022;3168
484;Mexico;Losses;Eggs;2022;279
484;Mexico;Residuals;Eggs;2022;0
484;Mexico;Food;Eggs;2022;2744
583;Micronesia (Federated States of);Production;Poultry Meat;2022;0
583;Micronesia (Federated States of);Import quantity;Poultry Meat;2022;4
583;Micronesia (Federated States of);Stock Variation;Poultry Meat;2022;0
583;Micronesia (Federated States of);Domestic supply quantity;Poultry Meat;2022;4
583;Micronesia (Federated States of);Losses;Poultry Meat;2022;0
583;Micronesia (Federated States of);Residuals;Poultry Meat;2022;0
583;Micronesia (Federated States of);Food;Poultry Meat;2022;4
583;Micronesia (Federated States of);Production;Eggs;2022;0
583;Micronesia (Federated States of);Import quantity;Eggs;2022;0
583;Micronesia (Federated States of);Domestic supply quantity;Eggs;2022;1
583;Micronesia (Federated States of);Losses;Eggs;2022;0
583;Micronesia (Federated States of);Residuals;Eggs;2022;0
583;Micronesia (Federated States of);Food;Eggs;2022;1
496;Mongolia;Production;Poultry Meat;2022;0
496;Mongolia;Import quantity;Poultry Meat;2022;24
496;Mongolia;Stock Variation;Poultry Meat;2022;0
496;Mongolia;Export quantity;Poultry Meat;2022;0
496;Mongolia;Domestic supply quantity;Poultry Meat;2022;24
496;Mongolia;Losses;Poultry Meat;2022;0
496;Mongolia;Residuals;Poultry Meat;2022;0
496;Mongolia;Food;Poultry Meat;2022;24
496;Mongolia;Production;Eggs;2022;12
496;Mongolia;Import quantity;Eggs;2022;12
496;Mongolia;Stock Variation;Eggs;2022;0
496;Mongolia;Domestic supply quantity;Eggs;2022;23
496;Mongolia;Losses;Eggs;2022;1
496;Mongolia;Residuals;Eggs;2022;0
496;Mongolia;Food;Eggs;2022;22
499;Montenegro;Production;Poultry Meat;2022;2
499;Montenegro;Import quantity;Poultry Meat;2022;11
499;Montenegro;Stock Variation;Poultry Meat;2022;1
499;Montenegro;Export quantity;Poultry Meat;2022;0
499;Montenegro;Domestic supply quantity;Poultry Meat;2022;12
499;Montenegro;Residuals;Poultry Meat;2022;0
499;Montenegro;Food;Poultry Meat;2022;12
499;Montenegro;Production;Eggs;2022;9
499;Montenegro;Import quantity;Eggs;2022;1
